id,_title,_description,keywords,_circa,_date created,_material,_width,_height,_depicts,year,_Lat,_Lon
0071824cx011-05,Praça XV de Novembro,"A Praça XV, também conhecida como Praça XV de Novembro, Praça Quinze de Novembro ou Praça Quinze, é uma praça situada no bairro do Centro, na Zona Central da cidade do Rio de Janeiro. Além de estar localizada na Rua Primeiro de Março, a praça integra a Orla Conde, um passeio público que margeia a Baía de Guanabara.",Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",1885,,
0071824cx011-06,Largo da Carioca (Antigo),"Antigo largo da Carioca, vendo-se o chafariz de 35 bicas.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10316344"">Largo da Carioca</a>",1890,,
0071824cx015a-01,Ministério da Agricultura,"Prédios Gêmeos dos ministérios da viação e agricultura, construção neoclássica que ficava atrás do hoje Palácio Tiradentes. Esses prédios foram demolidos nos anos 40 para a construção de um anexo em estilo art-decô para a então Câmara dos Deputados, prédio este demolido nos anos 70-80 para a construção de um caixotinho de vidro que faz a função de prédio auxiliar da ALERJ.",Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1880,,
0071824cx015a-02,Cascatinha da Tijuca,"Cascatinha da Tijuca (anteriormente conhecida como Cascatinha Taunay devido ao nome do artista francês que a pintou em 1820), localizada no Parque Nacional da Tijuca, a maior floresta urbana do mundo, na qual está inserida a Floresta da Tijuca. A Tijuca foi uma das áreas em que os primeiros colonizadores estabeleceram suas lavouras de café ou engenhos de açúcar, como o governador Salvador Correia de Sá. Por volta da década de 1850, o major Manuel Archer foi incumbido de reflorestar a área, em grande parte devastada pelas lavouras, começando aí a formação do parque.",Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,,1885,,
0071824cx015a-10,Pedra de Itapuca,"Pedra de Itapuca, em Niterói, trata-se de um monumento natural localizado entre as praias de Icaraí e das Flechas, sob a designação indígena de Itapuca (pedra furada) por haver tido, em sua forma original, um túnel natural. A pedra foi parcialmente demolida por ordens do Presidente da Província, Conselheiro Pedreira, para dar prosseguimento ao Plano de Arruamento de 1840-1841, criando uma comunicação direta entre os bairros do Ingá e Icaraí.",Marc Ferrez,,1876,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1876,,
0071824cx016-04,Barco a Vela,Barco a vela na Baía de Guanabara.,Marc Ferrez,1880 – 1910,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1895,,
0071824cx016-07,Hotel White - Floresta da Tijuca,"Vista da Floresta da Tijuca, com o Tijuca Hotel White em destaque.",Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1885,,
0071824cx016-08,Hotel Villa Moreau,"O Hotel Villa Moreau ficava na subida da rua Conde de Bonfim, na Tijuca, e pertencia a uma família de franceses. O hotel, que ficava na encosta de uma montanha, possuía um interessante sistema de bondinhos (plano inclinado) que fazia o transporte dos turistas. Em 1908 o prédio foi comprado pela Congregação das Missionárias do Sagrado Coração de Jesus, que aí instalaram o Colégio Regina Coeli.",Marc Ferrez,1882 – 1892,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1887,,
0071824cx016-10,Vista da Pedra da Gávea,Caminho para a Pedra da Gávea.,Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,,1885,,
0071824cx016-11,Jardim Botânico,Jardim Botânico do Rio de Janeiro .,Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1885,,
0071824cx016-12,Vista da Pedra da Gávea,Pedra da Gávea vista da Floresta da Tijuca.,Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q14942956"">Tijuca Forest</a>",1885,,
0071824cx017a-02,"Panorama do Rio de Janeiro, visto do alto do Corcovado","Morro do Corcovado, morro da Urca, enseada de Botafogo a partir do alto do Corcovado.",Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1880,,
0071824cx017a-04,"Flamengo, tendo em vista o Largo do Machado, Igreja Nossa Senhora da Glória e ao fundo o Pão de Açúcar","Flamengo, tendo em vista o Largo do Machado, Igreja Nossa Senhora da Glória e ao fundo o Pão de Açúcar visto a partir do Morro da Nova Cintra",Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q22049663"">Morro da Nova Cintra</a>",1880,,
0071824cx017a-05,"Panorama do Rio de Janeiro, visto do alto do Corcovado","Morro do Corcovado, morro da Urca, enseada de Botafogo a partir do alto do Corcovado.",Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1880,,
0071824cx017a-06,Floresta da Tijuca,"Floresta da Tijuca, ao fundo, a Pedra da Gávea.",Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q8678"">Rio de Janeiro</a>",1885,,
0071824cx017a-07,Floresta da Tijuca e Pedra da Gávea ao fundo,,Marc Ferrez,1870 – 1880,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q14942956"">Tijuca Forest</a>",1875,,
0071824cx017a-08,Gaúcho,Jardim Botânico do Rio de Janeiro.,Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1885,,
0071824cx017a-09,Vista da Pedra da Gávea,Vista da pedra da Gávea fotografada da Barra da Tijuca.,Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1890,,
0071824cx017a-10,Gávea,"Gávea é um bairro da Zona Sul do município do Rio de Janeiro, no Brasil. Localiza-se entre a encosta do Morro Dois Irmãos e a margem oeste da lagoa Rodrigo de Freitas. Tendo uma localização privilegiada com vista para o monte Corcovado e acesso a praia do Leblon a sul, o jardim botânico, a norte e a floresta da Tijuca à oeste.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,,1890,,
0071824cx017a-11,Pedra da Gávea,"A Pedra da Gávea é uma montanha monolítica na Floresta da Tijuca, no Rio de Janeiro. Composta por granito e gneisse, a sua altitude é de 842 metros, tornando-se uma das montanhas mais altas do mundo junto de margens oceânicas.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q8678"">Rio de Janeiro</a>",1890,,
0071824cx019-01,Rua Primeiro de Março,"Conhecido no século XIX, ora como Largo do Paço, ora como Praça D. Pedro II, e como Rua Direita, o logradouro abriga prédios importantes da arquitetura brasileira.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1890,,
0071824cx019-02,Igreja da Ordem Terceira do Carmo,,Marc Ferrez,1877 – 1887,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10364911"">Rua Primeiro de Março</a>",1882,,
0071824cx019-03,Igreja de Santa Cruz dos Militares,"Vista da Rua Primeiro de Março (antiga Rua Direita), à esquerda Igreja de Santa Cruz dos Militares, à direita Igreja da Ordem terceira do Carmo e ao fundo o Morro do Castelo.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10364911"">Rua Primeiro de Março</a>",1890,,
0071824cx019-04,Largo do Paço,Largo do Paço e Rua Primeiro de Março (antiga Rua Direita).,Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10364911"">Rua Primeiro de Março</a>",1880,,
0071824cx019-05,Rua do Ouvidor,"Antiga rua de Aleixo Manuel (um dos mais abastados habitantes da cidade após sua fundação, no Morro do Castelo), a rua do Ouvidor passou a chamar-se assim quando aí o primeiro magistrado da Capitania estabeleceu residência efetiva. Depois da chegada de D. João VI em 1808, e com a abertura dos portos ao comércio internacional, estrangeiros - principalmente ingleses e franceses - começaram a se estabelecer na cidade, trabalhando como atacadistas, importadores e varejistas, comercializando produtos como jóias, alfaias de luxo, tecidos e livros. Grandes modistas, cabeleireiros e doceiros ajudaram a transformar a Ouvidor numa das ruas de maior prestígio do Rio antigo.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,,1890,,
0071824cx019-06,Rua do Ouvidor,"Antiga rua de Aleixo Manuel (um dos mais abastados habitantes da cidade após sua fundação, no Morro do Castelo), a rua do Ouvidor passou a chamar-se assim quando aí o primeiro magistrado da Capitania estabeleceu residência efetiva. Depois da chegada de D. João VI em 1808, e com a abertura dos portos ao comércio internacional, estrangeiros - principalmente ingleses e franceses - começaram a se estabelecer na cidade, trabalhando como atacadistas, importadores e varejistas, comercializando produtos como jóias, alfaias de luxo, tecidos e livros. Grandes modistas, cabeleireiros e doceiros ajudaram a transformar a Ouvidor numa das ruas de maior prestígio do Rio antigo.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,,1890,,
0071824cx019-07,Rua do Ouvidor,"Antiga rua de Aleixo Manuel (um dos mais abastados habitantes da cidade após sua fundação, no Morro do Castelo), a rua do Ouvidor passou a chamar-se assim quando aí o primeiro magistrado da Capitania estabeleceu residência efetiva. Depois da chegada de D. João VI em 1808, e com a abertura dos portos ao comércio internacional, estrangeiros - principalmente ingleses e franceses - começaram a se estabelecer na cidade, trabalhando como atacadistas, importadores e varejistas, comercializando produtos como jóias, alfaias de luxo, tecidos e livros. Grandes modistas, cabeleireiros e doceiros ajudaram a transformar a Ouvidor numa das ruas de maior prestígio do Rio antigo.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,18.0 cm,24.0 cm,,1890,,
0071824cx019-08,"Igreja de Santa Cruz dos Militares (à esquerda) e Ordem Terceira do Carmo (à direita); ao fundo, o Morro do Castelo",,Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10364911"">Rua Primeiro de Março</a>",1890,,
0071824cx019-10,Prédio dos Correios - Rua Primeiro de Março,"Rua Primeiro de Março, em destaque o prédio dos Correios à esquerda",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10364911"">Rua Primeiro de Março</a>",1890,,
0071824cx019-11,Rua Primeiro de Março,Rua direita (atual Rua Primeiro de Março).,Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,,,,1890,,
0071824cx019-12,Docas e Mercado da Praia do Peixe,"Vista do Mercado da Praia do Peixe, próximo a atual rua do mercado. Foi na Praia do Peixe, que ia originalmente do bairro da Misericórdia até o Arsenal de Marinha, que apareceu o primeiro mercado da cidade, inicialmente ao relento e depois abrigado numa ampla casa desenhada por Grandjean de Montigny. Sua construção teve início em 1825 e ficou pronto somente em 1841. Quando o prefeito  Pereira Passos iniciou as obras de modernização da cidade o mercado primitivo (que já havia sido em parte destruído por um incêndio, em 1904) foi demolido (em 1911) e em seu lugar foi levantado um prédio metálico, construído na Inglaterra e na Bélgica e projetado por Alfredo Azevedo Marques. Com cinco torres metálicas que delimitavam seu espaço, hoje resta apenas uma, na qual funciona um restaurante. Ao lado do mercado havia ainda um cais para a atracação dos barcos peixeiros, construído pelo engenheiro Borja Castro.",Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353359"">Praça XV de Novembro</a>",1880,,
0071824cx019-13,Ilha das Cobras vista do Morro do Castelo,"A Ilha das Cobras fica no interior da Baía de Guanabara, na cidade do Rio de Janeiro. Pertence à Marinha desde a época em que se fazia o escoamento do ouro das Minas Gerais pelo Rio de Janeiro, por volta do século XVIII. Foram construídas, na ilha, sucessivamente, três fortificações: Fortaleza de Santa Margarida, Forte Agostinho e Fortaleza Pau da Bandeira. Em 1761, o complexo de fortificações recebeu o nome de Fortaleza de São José da Ilha das Cobras.",Marc Ferrez,1880 – 1890,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10332478"">Morro do Castelo</a>",1885,,
0071824cx020-01,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1880 – 1880,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx020-02,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx020-03,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1880 – 1880,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx020-04,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.  Casa da Moeda tomada do Campo de Santana.",Marc Ferrez,1875 – 1885,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx020-08,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1880 – 1880,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx020-09,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1880 – 1880,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx020-11,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1880 – 1880,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx020-12,Campo da Aclamação,"Campo da aclamação, hoje Campo de Santana, é um parque localizado na Praça da República. O nome da praça é uma referência ao fato de ela se localizar nas proximidades de onde ocorreu a proclamação da República do Brasil em 1889.",Marc Ferrez,1880 – 1880,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q10353440"">Campo de Santana</a>",1880,,
0071824cx021-01,Largo de São Francisco,"À esquerda a Escola Politécnica, seguida, ao fundo pela clarabóia do Gabinete Português de Leitura, na Rua Camões, e as torres da Igreja do Santíssimo Sacramento.",Marc Ferrez,1885 – 1895,,NEGATIVO/ Vidro,24.0 cm,18.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1890,,
