qid,Qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,Q125191,"Panorama do Rio de Janeiro, a partir da Ilha das Cobras",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89664712233528/-43.17431318422697,34.04264709394695U11573,-139.7591202610927U28390,86.55014965129537U28390,Q10312614,Q11472,Q71989864,001GU001017,Q580807,35.52U28390,27.0U174728,21.0U174728,82346
,,Q125191,"Panorama do Centro do Rio, Ilha das Cobras e porto",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90539482618004/-43.17288926382138,41.41728589116714U11573,-4.863331754363181U28390,85.79509634476094U28390,Q10312614,Q11472,Q71989864,001GU001018,Q580807,54.57U28390,27.0U174728,21.0U174728,82347
Q97772519,,Q125191,"Docas, porto e Ilha das Cobras, vistos do Arsenal",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90295684036274/-43.172639731852684,13.76763624745214U11573,-25.11534881316459U28390,92.89169586351922U28390,Q10312614,Q11472,Q71989864,001GU001019,Q580807,45.63U28390,27.0U174728,21.0U174728,18322
,,Q125191,Vista geral do Cais Pharoux e Arsenal de Marinha,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89634023381719/-43.17423098102432,40.60781753589921U11573,179.2487650560738U28390,85.64174270787241U28390,Q10312614,Q11472,Q71989864,001GU001020,Q580807,60.18U28390,27.0U174728,19.6U174728,82348
Q97772923,,Q125191,Mercado Central,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90135092291049/-43.17332356735804,2.638308734580091U11573,175.0270770229027U28390,91.25174157796002U28390,Q10312614,Q11472,Q71989864,001GU001021,Q580807,57.62U28390,27.2U174728,19.3U174728,79155
,,Q125191,Arsenal da Marinha,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89852637211054/-43.17560533271114,9.484120458785867U11573,-42.41871263883088U28390,90.18317506199672U28390,Q10312614,Q11472,Q71989864,001GU001022,Q580807,44.81U28390,27.4U174728,19.7U174728,82349
,,Q125191,"Arsenal da Marinha e docas, a partir da ilha de Villegagnon",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91372092364916/-43.16069934505241,17.33197067028323U11573,-52.7575564109445U28390,89.39403876258936U28390,Q10312614,Q11472,Q71989864,001GU001023,Q580807,25.69U28390,27.0U174728,20.2U174728,82350
,,Q125191,Ilha Fiscal,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.900592178539146/-43.17197532125179,6.589268107354295U11573,51.77296780535525U28390,91.73390438089584U28390,Q10312614,Q11472,Q71989864,001GU001024,Q580807,35.11U28390,27.1U174728,19.9U174728,82351
Q97772521,,Q125191,"Gamboa e, ao fundo, o Morro do Livramento",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.894373900527693/-43.19312087721207,36.84974840441548U11573,118.5743100221535U28390,89.87814527601125U28390,Q10312614,Q11472,Q71989864,001GU001025,Q580807,50.01U28390,27.3U174728,19.6U174728,82352
,,Q125191,"Baía de Guanabara, a partir da Ilha de Villegagnon",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91331918361676/-43.160676560744115,17.3444179638125U11573,-118.09161226673442U28390,91.77634954318044U28390,Q10312614,Q11472,Q71989864,001GU001026,Q580807,49.56U28390,27.2U174728,19.8U174728,82353
,,Q125191,Escola Militar,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.955635071000017/-43.168316547999936,31.25315892104384U11573,69.20793442275333U28390,91.77U28390,Q10312614,Q11472,Q71989864,001GU001027,Q580807,40.0U28390,27.1U174728,19.7U174728,82354
,,Q125191,Estação da Estrada de Ferro Corcovado,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94027564434327/-43.198511273023264,40.85949046115945U11573,-179.1855018945586U28390,99.59529348312559U28390,Q10312614,Q11472,Q71989864,001GU001028,Q580807,40.13U28390,20.9U174728,25.1U174728,82355
Q97772887,,Q125191,Estação das Laranjeiras,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94176318567216/-43.19872203759578,48.176603247121704U11573,11.17650568875308U28390,91.94506317955877U28390,Q10312614,Q11472,Q71989864,001GU001029,Q580807,50.01U28390,27.0U174728,18.7U174728,79099
,,Q125191,Hotel das Paineiras,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94817307107638/-43.21709794085151,477.95672760607397U11573,-45.54028052440997U28390,84.21146016702788U28390,Q10312614,Q11472,Q71989864,001GU001030,Q580807,50.0U28390,27.0U174728,19.0U174728,82356
Q97772523,,Q125191,Estação das Paineiras - Estrada de Ferro Corcovado,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.946975346641718/-43.21745196818201,464.16764351798827U11573,-166.7613910903635U28390,96.00919312183537U28390,Q10312614,Q11472,Q71989864,001GU001031,Q580807,50.0U28390,27.0U174728,19.6U174728,18324
,,Q125191,"Ponte do Silvestre, Estrada de Ferro do Corcovado",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.945752696853443/-43.206160262601145,256.5228678769208U11573,17.857544345236303U28390,86.05205558902121U28390,Q10312614,Q11472,Q71989864,001GU001032,Q580807,50.0U28390,27.0U174728,19.5U174728,82357
Q97772526,,Q125191,Aléia frontal de palmeiras do Jardim Botanico.,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.96950394384509/-43.22192995895455,8.457241890916562U11573,20.429439835971912U28390,98.63156446109106U28390,Q10312614,Q11472,Q71989864,001GU001033,Q580807,35.36U28390,21.3U174728,25.5U174728,18325
,,Q125191,Praça da República,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.907468614296107/-43.189126552678175,1.744467577115456U11573,-145.8852297491984U28390,97.09017474801658U28390,Q10312614,Q11472,Q71989864,001GU001034,Q580807,35.18U28390,26.4U174728,20.3U174728,82358
,,Q125191,"Vista da baía de Guanabara, a partir de Niterói",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.8939870049459/-43.120432948757674,29.95826837630918U11573,-114.4031627299352U28390,90.47484842748457U28390,Q10312614,Q11472,Q71989864,001GU001035,Q580807,28.19U28390,27.0U174728,19.3U174728,82359
,,Q125191,Pedra do Índio,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.905348353135466/-43.119884670500994,9.933529518723779U11573,174.18950398863967U28390,93.76694482960976U28390,Q10312614,Q11472,Q71989864,001GU001036,Q580807,33.11U28390,27.1U174728,19.7U174728,82360
,,Q125191,"Estátua equestre do General Osório; ao fundo, o Paço Imperial",Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-01-01T00:00:00Z/9,,,Q155,@-22.90306325015829/-43.174654728222244,9.310258807090063U11573,145.2308847817315U28390,100.0186418440416U28390,Q10312614,Q11472,Q71989864,001GU010001,Q580807,40.4U28390,20.5U174728,25.7U174728,82312
,,Q125191,Inauguração da estátua equestre de General Osório,Fotografia de Juan Gutierrez,Photograph by Juan Gutierrez,1894-11-12T00:00:00Z/11,,,Q155,@-22.90297068910705/-43.17379931959176,15.95420964236898U11573,-104.0476011239885U28390,89.05087153602061U28390,Q10312614,Q11472,Q71989864,001GU010002,Q580807,36.04U28390,26.9U174728,19.2U174728,82976
,,Q125191,Vista da Avenida Beira-Mar; a partir da Glória,,,1928-09-19T00:00:00Z/11,,,Q155,@-22.91378721483081/-43.178469238309596,41.664201339755U11573,156.1150989379224U28390,88.84158080078339U28390,,Q11472,Q71989864,001LN001001,Q172984,29.13U28390,13.0U174728,8.2U174728,82918
Q65620189,,Q125191,Panorama de Botafogo a partir do Pão de Açúcar,,,1935-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94952547000002/-43.15658253699996,405.9922948475515U11573,-90.64250156503704U28390,78.4682319929017U28390,,Q11472,Q71989864,001MC001001,MEIO-TOM/ Pigmento,50.0U28390,13.2U174728,8.1U174728,82832
,,Q125191,"Homem posa para foto; ao fundo, o Hospital Nacional de Alienados (atual UFRJ)",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1870-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94331456582764/-43.17599817230438,10.08505372997573U11573,170.9283925247079U28390,91.10173297490368U28390,Q3180571,Q11472,Q71989864,001MF002008,Q580807,25.17U28390,9.2U174728,5.5U174728,82919
,,Q125191,Bairro do Catete e o Pão de Açúcar; a partir de Santa Teresa,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1870-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91801474607082/-43.18078853781157,85.45125671241692U11573,143.7248412564076U28390,88.67994530315306U28390,Q3180571,Q11472,Q71989864,001MF003001,Q580807,27.43U28390,9.0U174728,5.5U174728,82920
Q97772889,,Q125191,Teatro São Pedro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1870-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9067905128052/-43.181933610724315,9.398101278507413U11573,-29.33059300926509U28390,94.39191377972836U28390,Q3180571,Q11472,Q71989864,001MF003002,Q580807,35.1U28390,7.8U174728,5.2U174728,79101
Q97772890,,Q125191,Ilha de Villegaignon,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1870-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90861678749273/-43.17275977737424,45.613888053402356U11573,116.2661080726046U28390,88.50719302430363U28390,Q3180571,Q11472,Q71989864,001MF003007,Q580807,28.366U28390,8.7U174728,5.3U174728,79102
,,Q125191,Arredores da Praça XV de Novembro e Igreja da Candelária; vistos da Baía da Guanabara,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1870-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89713161034005/-43.16651132004363,2.4861615686498655U11573,-113.88792708959869U28390,92.0155462475772U28390,Q3180571,Q11472,Q71989864,001MF003008,Q580807,29.3U28390,8.6U174728,5.5U174728,82370
,,Q125191,"Vista da Praça D. Pedro II, atual Praça XV; a partir do Morro do Castelo",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90611178319523/-43.1749901823668,49.668139088074895U11573,17.29594027952567U28390,84.49818705629194U28390,Q3180571,Q11472,Q71989864,001MF007001,Q580807,40.0U28390,18.3U174728,11.6U174728,82371
,,Q125191,"Docas, Alfândega e Arsenal da Marinha",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89619816690938/-43.17404235132877,13.8069200001968U11573,-171.21013130229161U28390,86.42196956189447U28390,Q3180571,Q11472,Q71989864,001MF007002,Q580807,34.993U28390,15.7U174728,9.4U174728,82372
Q65620388,,Q125191,A Glória vista do Passeio Público,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9139105832692/-43.1758051676692,11.1274033421859U11573,174.59321735535858U28390,90.7687365948279U28390,Q3180571,Q11472,Q71989864,001MF007003,Q580807,15.29U28390,16.8U174728,9.9U174728,82373
,,Q125191,"Rua Direita, atual Rua Primeiro de Março; ao fundo o Morro do Castelo",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.901316022613788/-43.176601988945414,9.081405217516254U11573,139.3347106566359U28390,90.58911386674342U28390,Q3180571,Q11472,Q71989864,001MF007004,Q580807,40.69U28390,16.3U174728,10.3U174728,82374
,,Q125191,Imprensa Nacional,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1886-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.906691167275987/-43.178056892368346,15.290609018096822U11573,-159.932240317092U28390,82.29512580604703U28390,Q3180571,Q11472,Q71989864,001MF007005,Q580807,35.0U28390,16.3U174728,10.3U174728,82375
,,Q125191,Ministério da Agricultura,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90309884826675/-43.17398756694275,7.329604323962822U11573,120.54038791218821U28390,97.03285773020453U28390,Q3180571,Q11472,Q71989864,001MF007007,Q580807,50.01U28390,16.9U174728,9.9U174728,82833
,,Q125191,Largo de São Francisco,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9047517133768/-43.18058646264022,14.83493050340399U11573,-146.0544142178327U28390,89.82919217716764U28390,Q3180571,Q11472,Q71989864,001MF007008,Q580807,42.52U28390,16.3U174728,10.3U174728,82834
,,Q125191,Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.969006577828978/-43.22176154616296,6.909559332942147U11573,-70.76059510816661U28390,96.39307857608436U28390,Q3180571,Q11472,Q71989864,001MF007010,Q580807,40.58U28390,16.4U174728,10.3U174728,82376
,,Q125191,"Campo da Aclamação, atual Campo de Santana",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.907199936820692/-43.189198743492355,8.807183283902061U11573,-124.7687571665696U28390,92.23851667065044U28390,Q3180571,Q11472,Q71989864,001MF007011,Q580807,35.0U28390,16.2U174728,10.4U174728,82377
,,Q125191,Vista panorâmica do bairro da Saúde; a partir da Gamboa,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.900101651287827/-43.195596171971225,111.6580753364856U11573,46.35900393401445U28390,86.64498699954575U28390,Q3180571,Q11472,Q71989864,001MF009,Q580807,50.0U28390,34.6U174728,16.1U174728,82378
,,Q125191,Vista dos bairros do Flamengo e Catete; a partir do Morro Santo Amaro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92453264175694/-43.183050000424345,92.24437967691068U11573,121.05225156772521U28390,85.40005861542U28390,Q3180571,Q11472,Q71989864,001MF012001,Q580807,49.99U28390,34.6U174728,16.1U174728,82379
Q97772934,,Q125191,Ilha das Flores,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.84719189379313/-43.104315022102604,36.376644613777366U11573,68.92877540178114U28390,83.76354785450279U28390,Q3180571,Q11472,Q71989864,001MF012003,Q580807,49.99U28390,34.6U174728,15.8U174728,79297
Q65620191,,Q125191,Vista da Enseada de Botafogo; a partir do Morro do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.95185288357407/-43.210076316895424,705.3662587369424U11573,87.96780991206249U28390,85.56053618808103U28390,Q3180571,Q11472,Q71989864,001MF014001,Q580807,47.01U28390,21.8U174728,14.9U174728,82380
,,Q125191,"Vista da Baía de Guanabara, Pão de Açúcar e morro Dona Marta; tomados da Floresta da Tijuca",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94525826000001/-43.21443521599998,127.95999999671601U11573,92.25369820185455U28390,87.02000000000002U28390,Q3180571,Q11472,Q71989864,001MF014002,Q580807,46.06U28390,21.8U174728,14.8U174728,82381
Q65620192,,Q125191,Praia de Copacabana; a partir do Leme,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.95746293403586/-43.170321198340275,247.2191189156281U11573,-130.1267697109747U28390,81.02813165272228U28390,Q3180571,Q11472,Q71989864,001MF014003,Q580807,46.8U28390,21.7U174728,16.0U174728,82382
,,Q125191,Igreja de Nossa Senhora de Copacabana,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.986021815948966/-43.185183863279136,8.230095264713004U11573,-114.23876854640508U28390,85.51203765838622U28390,Q3180571,Q11472,Q71989864,001MF014004,Q580807,39.77U28390,21.8U174728,14.7U174728,82383
Q65620195,,Q125191,Enseada de Botafogo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.942429845679623/-43.1758450206729,41.05951184168673U11573,-116.5287696892482U28390,90.44730569460778U28390,Q3180571,Q11472,Q71989864,001MF015004,Q580807,41.19U28390,25.0U174728,18.4U174728,82835
,,Q125191,"Ponte do Silvestre, Estrada de Ferro Corcovado",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1884-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94648800823043/-43.20415735517622,192.50092973483152U11573,-62.873642826227496U28390,101.88077579370159U28390,Q3180571,Q11472,Q71989864,001MF015014,Q580807,50.0U28390,25.0U174728,18.5U174728,82384
,,Q125191,"Casa da Moeda, atual Arquivo Nacional",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90616761811541/-43.189679346665194,9.721500138266414U11573,-107.77158789175459U28390,91.40013290158328U28390,Q3180571,Q11472,Q71989864,001MF015019,Q580807,40.0U28390,25.0U174728,18.4U174728,82385
,,Q125191,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1882-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90366256705214/-43.223537257185924,40.24040580674809U11573,-130.5366207832148U28390,86.61987960486427U28390,Q3180571,Q11472,Q71989864,001MF017,Q580807,44.42U28390,21.0U174728,14.3U174728,82386
,,Q125191,Festa de inauguração do monumento em homenagem a Pedro Álvares Cabral,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/9,,,Q155,@-22.91980942652601/-43.17640166935367,9.11881437190693U11573,173.0246412340459U28390,94.000775960197U28390,Q3180571,Q11472,Q71989864,001MF018003,Q580807,40.56U28390,21.5U174728,15.5U174728,82387
