qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q65620972,Q125191,Enseada de Botafogo,Fotografia de A. Ribeiro,Photograph by A. Ribeiro,1916-01-01T00:00:00Z/8,1911-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.94201/-43.17553,57.74984U11573,-116.53361U28390,90.74405U28390,,Q56055236||Q35158,Q71989864,007A5P3F13-021,Q172984||Q35158,50.48U28390,228U174728,168U174728,82733
Q65620975,Q125191,Praia de Botafogo; a partir do Flamengo,Fotografia de Braz,Photograph by Braz,1922-01-01T00:00:00Z/8,1917-01-01T00:00:00Z/9,1927-01-01T00:00:00Z/9,Q155,@-22.94187/-43.17544,55.45373U11573,-105.69121U28390,92.9345U28390,Q97487621,Q56055236||Q35158,Q71989864,007A5P3F13-032,Q172984||Q35158,50.0U28390,219U174728,161U174728,82736
Q65620999,Q125191,"Praça da Aclamação, atual Praça da Republica, a partir do Morro do Livramento",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1870-01-01T00:00:00Z/8,1865-01-01T00:00:00Z/9,1875-01-01T00:00:00Z/9,Q155,@-22.90038/-43.19454,105.76847U11573,138.21913U28390,86.1188U28390,Q5877879,Q56055236||Q35158,Q71989864,007A5P4FP04-016,Q172984||Q35158,34.17U28390,200U174728,155U174728,79116
Q65621005,Q125191,Largo e Igreja de São Francisco de Paula,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1860-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90471/-43.18064,9.79629U11573,-178.94235U28390,100.73869U28390,Q5877879,Q56055236||Q35158,Q71989864,007AFAV09-21,Q107387614||Q35158,50.0U28390,180U174728,210U174728,82683
Q65621007,Q125191,Vista aérea do Cemitério do Caju,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.88411/-43.2166,356.90047U11573,-68.4106U28390,41.13U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA013,Q172984||Q35158,55.79U28390,172U174728,122U174728,82462
Q65621008,Q125191,Vista aérea do bairro da Glória,Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.92082/-43.17836,494.7657U11573,3.68532U28390,29.34872U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA049,Q172984||Q35158,43.7U28390,173U174728,120U174728,82493
Q65621009,Q125191,"Vista aérea do bairro da Glória, destaque para Igreja Nossa Senhora da Glória do Outeiro",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1921-01-01T00:00:00Z/8,1916-01-01T00:00:00Z/9,1926-01-01T00:00:00Z/9,Q155,@-22.9218/-43.17125,474.23727U11573,-76.7108U28390,50.09429U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA050,Q172984||Q35158,44.99U28390,172U174728,122U174728,82494
Q65621011,Q125191,"Vista aérea do bairro da Glória, em destaque, o Hotel Glória",Fotografia de Jorge Kfuri,Photograph by Jorge Kfuri,1922-01-01T00:00:00Z/8,1922-01-01T00:00:00Z/9,1927-01-01T00:00:00Z/9,Q155,@-22.92099/-43.17104,210.43532U11573,-131.80295U28390,53.90156U28390,Q63166336,Q56055236||Q35158,Q71989864,007ALA064,Q172984||Q35158,45.22U28390,154U174728,109U174728,82524
Q65621014,Q125191,Ilha de Paquetá,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.74937/-43.10872,4.02001U11573,-15.90706U28390,87.09538U28390,Q3180571,Q56055236||Q35158,Q71989864,007SN-10,Q107387614||Q35158,31.3916U28390,168U174728,100U174728,82429
Q65621015,Q125191,"Praia de Botafogo, Igreja Imaculada Conceição e morro do Corcovado; vistos do Morro da Viúva",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1906-01-01T00:00:00Z/8,1901-01-01T00:00:00Z/9,1911-01-01T00:00:00Z/9,Q155,@-22.94216/-43.17576,50.36756U11573,-104.04373U28390,89.14972U28390,Q3180571,Q56055236||Q35158,Q71989864,007SN-12,Q106452651||Q35158,41.28U28390,272U174728,220U174728,82317
Q65621016,Q125191,Enseada de Botafogo e o Morro do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.94213/-43.17579,47.69914U11573,-97.53345U28390,88.0629U28390,Q3180571,Q97570383||Q35158,Q71989864,007_IMG_2509,Q355674||Q35158,56.84U28390,65U174728,60U174728,88160
Q65621017,Q125191,Enseada de Botafogo; tomada da atual Praça Nicarágua,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1912-01-01T00:00:00Z/8,1907-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.94221/-43.1759,45.0608U11573,-93.02682U28390,89.88207U28390,Q3180571,Q97570383||Q35158,Q71989864,007_IMG_2526,Q355674||Q35158,59.23U28390,65U174728,60U174728,88168
Q65621020,Q125191,Substituição da iluminação pública de gás para lâmpadas incandescentes,Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.89696/-43.18003,24.99042U11573,-68.30492U28390,82.2618U28390,Q16495239,Q56055236||Q35158,Q71989864,013RJ001005,Q172984||Q35158,50.01U28390,165U174728,230U174728,16995
Q65621024,Q125191,Cristo Redentor em construção,Fotografia de S. H. Holland,Photograph by S. H. Holland,1931-01-01T00:00:00Z/8,1930-01-01T00:00:00Z/9,1931-01-01T00:00:00Z/9,Q155,@-22.95185/-43.21472,779.51309U11573,89.66814U28390,80.23U28390,Q65619918,Q56055236||Q35158,Q71989864,013RJ009013,Q172984||Q35158,22.52U28390,240U174728,180U174728,17502
Q65621043,Q125191,"Vista de Botafogo e do Pão de Açúcar, tomada do Mirante Dona Marta",Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.94518/-43.19654,365.0249U11573,93.53345U28390,80.47661U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001002,Q172984||Q35158,50.0U28390,241U174728,181U174728,17007
Q65621044,Q125191,Praça Mauá,Fotografia de Augusto Malta,Photograph by Augusto Malta,1914-03-20T00:00:00Z/11,1914-01-01T00:00:00Z/9,1914-01-01T00:00:00Z/9,Q155,@-22.89626/-43.18166,14.30265U11573,16.85308U28390,89.24836U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001006,Q172984||Q35158,50.0U28390,226U174728,162U174728,78653
Q65621045,Q125191,"Avenida Beira Mar, ao fundo o Morro do Corcovado",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-11-12T00:00:00Z/11,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.94101/-43.17684,18.18767U11573,-106.60439U28390,84.49343U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001009,Q172984||Q35158,50.0U28390,226U174728,162U174728,78654
Q65621046,Q125191,"Avenida Beira Mar, Outeiro da Glória e Morro do Pão de Açúcar; tomada do Palácio Monroe",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-12-21T00:00:00Z/11,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.91304/-43.1754,23.13631U11573,175.02342U28390,83.0238U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001010,Q172984||Q35158,50.22U28390,226U174728,162U174728,78652
Q65621048,Q125191,"Vista de Botafogo a partir do Alto da Boa Vista, com o Pão de Açúcar ao fundo",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-07-11T00:00:00Z/11,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.95461/-43.20256,121.77775U11573,85.3082U28390,82.71396U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001011,Q172984||Q35158,62.8U28390,226U174728,162U174728,78655
Q65621049,Q125191,Praça XV de Novembro,Fotografia de Augusto Malta,Photograph by Augusto Malta,1907-01-01T00:00:00Z/9,1907-01-01T00:00:00Z/9,1907-01-01T00:00:00Z/9,Q155,@-22.90305/-43.17518,32.83241U11573,87.00688U28390,80.16993U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001012,Q172984||Q35158,50.75U28390,278U174728,219U174728,17008
Q65621050,Q125191,Pelotão de ciclistas da marinha em frente ao palácio Monroe,Fotografia de Augusto Malta,Photograph by Augusto Malta,1908-01-01T00:00:00Z/9,1908-01-01T00:00:00Z/9,1908-01-01T00:00:00Z/9,Q155,@-22.91234/-43.17478,11.01823U11573,-76.65933U28390,94.30582U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001013,Q172984||Q35158,50.0U28390,226U174728,172U174728,17009
Q65621051,Q125191,Canal do Mangue,Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.91108/-43.20949,22.10052U11573,68.38126U28390,85.12154U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM001014,Q172984||Q35158,48.6U28390,229U174728,173U174728,17010
Q65621054,Q125191,Praça da Harmonia,Fotografia de Augusto Malta,Photograph by Augusto Malta,1908-03-24T00:00:00Z/11,1908-01-01T00:00:00Z/9,1908-01-01T00:00:00Z/9,Q155,@-22.89546/-43.19159,8.23318U11573,-103.90014U28390,85.64804U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002003,Q172984||Q35158,49.99U28390,221U174728,141U174728,17011
Q65621055,Q125191,"Populares na rua Senhor dos Passos, esquina com a rua José Maurício, atual Tomé de Souza; ao fundo, o Campo de Santana",Fotografia de Augusto Malta,Photograph by Augusto Malta,1913-01-01T00:00:00Z/9,1913-01-01T00:00:00Z/9,1913-01-01T00:00:00Z/9,Q155,@-22.90517/-43.18634,8.59931U11573,-106.72033U28390,97.69051U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002004,Q172984||Q35158,50.38U28390,179U174728,231U174728,78617
Q65621056,Q125191,Cortejo fúnebre do prefeito Pereira Passos,Fotografia de Augusto Malta,Photograph by Augusto Malta,1913-05-31T00:00:00Z/11,1913-01-01T00:00:00Z/9,1913-01-01T00:00:00Z/9,Q155,@-22.90472/-43.19108,28.91769U11573,82.74026U28390,82.06386U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002005,Q172984||Q35158,51.63U28390,240U174728,180U174728,19253
Q65621057,Q125191,Cortejo fúnebre do prefeito Pereira Passos,Fotografia de Augusto Malta,Photograph by Augusto Malta,1913-05-31T00:00:00Z/11,1913-01-01T00:00:00Z/9,1913-01-01T00:00:00Z/9,Q155,@-22.90472/-43.19108,28.85417U11573,80.05304U28390,82.3005U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002006,Q172984||Q35158,50.0U28390,240U174728,180U174728,19252
Q65621061,Q125191,Atuação dos bombeiros durante incêndio em casarão,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-12-19T00:00:00Z/11,1910-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.9006/-43.18134,14.69592U11573,29.07807U28390,88.19827U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002012,Q172984||Q35158,46.01U28390,230U174728,165U174728,78611
Q65621062,Q125191,Ressaca na praia do Leme,Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-07-15T00:00:00Z/11,1921-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.96284/-43.16739,8.13529U11573,-117.12132U28390,83.22U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002013,Q172984||Q35158,56.48U28390,240U174728,165U174728,78610
Q65621063,Q125191,Feira Livre na Praça da República,Fotografia de Augusto Malta,Photograph by Augusto Malta,1923-07-26T00:00:00Z/11,1923-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.90363/-43.1883,20.29387U11573,-116.01879U28390,86.81071U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002015,Q172984||Q35158,53.55U28390,230U174728,172U174728,78612
Q65621064,Q125191,Mercado da Praça da Bandeira,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-10-14T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.91086/-43.21417,16.40243U11573,-2.81508U28390,81.6409U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002016,Q172984||Q35158,54.8284U28390,234U174728,168U174728,78614
Q65621065,Q125191,Dia de Feira,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-10-14T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.91026/-43.21182,14.55653U11573,-75.30906U28390,82.95741U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002017,Q172984||Q35158,53.54U28390,232U174728,171U174728,78613
Q65621066,Q125191,Passeio Público a partir da Avenida Mem de Sá,Fotografia de Augusto Malta,Photograph by Augusto Malta,1924-02-28T00:00:00Z/11,1924-01-01T00:00:00Z/9,1924-01-01T00:00:00Z/9,Q155,@-22.91371/-43.17854,11.0528U11573,96.56856U28390,92.97927U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM002019,Q172984||Q35158,50.0U28390,240U174728,165U174728,78657
Q65621067,Q125191,Vista geral da enseada da Lapa e Glória,Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-08-17T00:00:00Z/11,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.90893/-43.17431,49.98822U11573,-177.09918U28390,84.65598U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003001,Q172984||Q35158,43.82U28390,300U174728,197U174728,17013
Q65621068,Q125191,Botafogo com o Morro do Corcovado ao fundo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1933-01-01T00:00:00Z/8,1931-01-01T00:00:00Z/9,1938-01-01T00:00:00Z/9,Q155,@-22.94149/-43.17801,7.30324U11573,-112.04U28390,95.79U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003005,Q172984||Q35158,50.0U28390,297U174728,230U174728,78643
Q65621069,Q125191,"Rua Bella de São João, atual Rua São Cristóvão",Fotografia de Augusto Malta,Photograph by Augusto Malta,1909-01-27T00:00:00Z/11,1909-01-01T00:00:00Z/9,1909-01-01T00:00:00Z/9,Q155,@-22.90031/-43.21613,8.91858U11573,-16.44305U28390,93.19013U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003006,Q172984||Q35158,49.99U28390,288U174728,217U174728,78642
Q65621070,Q125191,"Carnaval na avenida Central, atual avenida Rio Branco",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-06-22T00:00:00Z/11,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.90394/-43.1781,10.58445U11573,-20.52316U28390,90.88572U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003007,Q172984||Q35158,50.01U28390,290U174728,224U174728,17015
Q65621071,Q125191,"Avenida Central, atual Rio Branco, esquina com a Rua São Bento",Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.89817/-43.18042,12.6747U11573,75.9326U28390,91.57756U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003008,Q172984||Q35158,50.0U28390,288U174728,217U174728,78644
Q65621072,Q125191,"Estação das Lages, parte da Estrada de Ferro Central do Brasil",Fotografia de Augusto Malta,Photograph by Augusto Malta,1908-03-16T00:00:00Z/11,1908-01-01T00:00:00Z/9,1908-01-01T00:00:00Z/9,Q155,@-22.62295/-43.70412,194.15826U11573,-0.72753U28390,88.59161U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003009,Q172984||Q35158,50.0U28390,288U174728,217U174728,78645
Q65621073,Q125191,Vista da Enseada de Botafogo a partir do Pão de Açúcar,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.94949/-43.15652,395.8286U11573,-99.98127U28390,82.23428U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003010,Q172984||Q35158,43.16U28390,270U174728,209U174728,78640
Q65621074,Q125191,"Vista da Praia de Copacabana, a partir do Morro da Babilônia",Fotografia de Augusto Malta,Photograph by Augusto Malta,1920-01-01T00:00:00Z/8,1920-01-01T00:00:00Z/9,1929-01-01T00:00:00Z/9,Q155,@-22.95779/-43.17236,226.07885U11573,-153.02576U28390,85.52986U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003012,Q172984||Q35158,32.19U28390,288U174728,217U174728,78641
Q65621076,Q125191,Trecho do Jardim da Praça da República,Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-03-23T00:00:00Z/11,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.90615/-43.19007,9.86381U11573,146.90163U28390,94.0733U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003017,Q172984||Q35158,49.99U28390,289U174728,222U174728,78648
Q65621077,Q125191,Palácio Monroe,Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.91166/-43.17516,8.74318U11573,-159.68527U28390,102.01424U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003018,Q172984||Q35158,44.62U28390,292U174728,223U174728,78647
Q65621078,Q125191,"Trecho do jardim do Passeio Público, à esquerda, o Aquário de água salgada",Fotografia de Augusto Malta,Photograph by Augusto Malta,1906-09-25T00:00:00Z/11,1906-01-01T00:00:00Z/9,1906-01-01T00:00:00Z/9,Q155,@-22.91298/-43.17624,8.82258U11573,164.70257U28390,93.581U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003019,Q172984||Q35158,50.0U28390,287U174728,227U174728,78651
Q65621079,Q125191,"Mesa do Imperador, ao fundo o Morro do Corcovado",Fotografia de Augusto Malta,Photograph by Augusto Malta,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.97052/-43.25812,491.44185U11573,58.57794U28390,93.52229U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM003020,Q172984||Q35158,50.0U28390,288U174728,217U174728,78650
Q65621080,Q125191,Igreja de Nossa Senhora de Copacabana,Fotografia de Augusto Malta,Photograph by Augusto Malta,1905-01-01T00:00:00Z/8,1903-01-01T00:00:00Z/9,1910-01-01T00:00:00Z/9,Q155,@-22.98715/-43.18838,28.77725U11573,58.12455U28390,89.77494U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM004003,Q172984||Q35158,45.97U28390,400U174728,300U174728,78649
Q65621081,Q125191,Rua México,Fotografia de Augusto Malta,Photograph by Augusto Malta,1915-01-01T00:00:00Z/8,1910-01-01T00:00:00Z/9,1920-01-01T00:00:00Z/9,Q155,@-22.90963/-43.17498,12.07117U11573,-13.01844U28390,85.07022U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005001,Q172984||Q35158,50.01U28390,241U174728,182U174728,17017
Q65621082,Q125191,Demolição do Morro do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-03-14T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.91008/-43.17435,22.12657U11573,5.31217U28390,89.57545U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005002,Q172984||Q35158,52.81U28390,240U174728,160U174728,18248
Q65621083,Q125191,Morro do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-05-25T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.9096/-43.17245,27.72413U11573,-1.69809U28390,82.94841U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005003,Q172984||Q35158,49.39U28390,235U174728,173U174728,78628
Q65621084,Q125191,Morro do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-01-01T00:00:00Z/8,1917-01-01T00:00:00Z/9,1927-01-01T00:00:00Z/9,Q155,@-22.90731/-43.17223,47.9563U11573,2.54798U28390,90.99639U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005004,Q172984||Q35158,49.99U28390,235U174728,173U174728,78625
Q65621085,Q125191,Morro do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-10-07T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90739/-43.17228,48.15004U11573,-12.91924U28390,84.05821U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005005,Q172984||Q35158,50.0U28390,235U174728,173U174728,78627
Q65621086,Q125191,"Ruínas do Morro do Castelo; ao fundo, pavilhões da Exposição Internacional de 1922",Fotografia de Augusto Malta,Photograph by Augusto Malta,1923-02-15T00:00:00Z/11,1923-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.90775/-43.17498,49.93022U11573,80.98252U28390,84.75683U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005006,Q172984||Q35158,51.63U28390,233U174728,175U174728,78629
Q65621092,Q125191,Vista de área demolida do morro do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-09-17T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90693/-43.17305,55.10963U11573,-159.89741U28390,83.52262U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005013,Q172984||Q35158,60.69U28390,235U174728,173U174728,17259
Q65621094,Q125191,Demolição do morro do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1925-03-25T00:00:00Z/11,1925-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.90687/-43.17225,63.34294U11573,-98.4817U28390,83.47142U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005015,Q172984||Q35158,61.56U28390,235U174728,173U174728,17260
Q65621095,Q125191,"Morro do Castelo, tomado da Santa Casa",Fotografia de Augusto Malta,Photograph by Augusto Malta,1923-11-26T00:00:00Z/11,1923-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.90756/-43.17028,43.52031U11573,-92.14979U28390,87.93775U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005016,Q172984||Q35158,41.11U28390,235U174728,173U174728,78631
Q65621097,Q125191,"Obras de demolição do Morro do Castelo, na atual rua México",Fotografia de Augusto Malta,Photograph by Augusto Malta,1921-09-28T00:00:00Z/11,1921-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.91024/-43.17481,11.7586U11573,11.04725U28390,83.7126U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005018,Q172984||Q35158,67.6U28390,235U174728,173U174728,17261
Q65621100,Q125191,Desmonte do Morro do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-03-14T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90987/-43.17378,12.32329U11573,25.37487U28390,92.84416U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005021,Q172984||Q35158,46.8U28390,235U174728,173U174728,78636
Q65621102,Q125191,"Demolição do Morro do Castelo, ao centro, edifício da Associação Cristã de Moços",Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-06-04T00:00:00Z/11,1928-01-01T00:00:00Z/9,1928-01-01T00:00:00Z/9,Q155,@-22.9075/-43.17606,79.55405U11573,128.3768U28390,84.0282U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005023,Q172984||Q35158,49.91U28390,240U174728,160U174728,18255
Q65621103,Q125191,"Vista da demolição do morro do Castelo, tomada da frente do antigo observatório astronômico",Fotografia de Augusto Malta,Photograph by Augusto Malta,1923-05-05T00:00:00Z/11,1923-01-01T00:00:00Z/9,1923-01-01T00:00:00Z/9,Q155,@-22.90653/-43.17286,68.09611U11573,137.03846U28390,86.25267U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005024,Q172984||Q35158,57.14U28390,218U174728,171U174728,17262
Q65621104,Q125191,Edifício da Associação Cristã de Moços,Fotografia de Augusto Malta,Photograph by Augusto Malta,1928-01-01T00:00:00Z/8,1922-01-01T00:00:00Z/9,1928-01-01T00:00:00Z/9,Q155,@-22.90868/-43.17359,30.01139U11573,-76.71356U28390,91.41767U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005025,Q172984||Q35158,50.0U28390,235U174728,173U174728,78634
Q65621110,Q125191,"Demolição do morro do Castelo, no alto do morro, as ruínas da Igreja de São Sebastião",Fotografia de Augusto Malta,Photograph by Augusto Malta,1922-10-14T00:00:00Z/11,1922-01-01T00:00:00Z/9,1922-01-01T00:00:00Z/9,Q155,@-22.90546/-43.17058,23.21674U11573,-128.94761U28390,89.98868U28390,Q16495239,Q56055236||Q35158,Q71989864,014AM005031,Q172984||Q35158,46.315U28390,231U174728,174U174728,17264
