qid,P31,Lpt-br,Dpt-br,P571,P17,P1259,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,"Vista do Morro do Corcovado, ao fundo o Morro do Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.955151/-43.23102,Q3180571,Q11469,Q71989864,0072430cx011-04,Q172984,35.0 degree,24.0 centimetre,30.0 centimetre,78583
,,Construção da Estrada de Ferro Corcovado,Fotografia de Marc Ferrez,,Q155,-22.948264/-43.217198,Q3180571,Q11469,Q71989864,0072430cx011-06,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,78584
,,"Rua Direita, atual Primeiro de Março, com destaque para o Prédio dos Correios",Fotografia de Marc Ferrez,,Q155,-22.901426/-43.176524,Q3180571,Q11469,Q71989864,0072430cx022-16,Q172984,50.0 degree,24.0 centimetre,30.0 centimetre,78715
,,Ilha Fiscal,Fotografia de Marc Ferrez,,Q155,-22.897951000000006/-43.165128,Q3180571,Q11469,Q71989864,0072430cx023-04,Q172984,55.6 degree,30.0 centimetre,24.0 centimetre,78714
,,"Antigo edifício do Supremo Tribunal Federal, atual Centro Cultural da Justiça Federal",Fotografia de Marc Ferrez,,Q155,-22.901905/-43.17628300000001,Q3180571,Q11469,Q71989864,0072430cx025-02,Q172984,50.0 degree,24.0 centimetre,30.0 centimetre,71029
,,Caixa de Amortização,Fotografia de Marc Ferrez,,Q155,-22.899906/-43.179472,Q3180571,Q11469,Q71989864,0072430cx027-01,Q172984,63.4 degree,30.0 centimetre,24.0 centimetre,75325
,,Vista do Corcovado e Pão de Açúcar,Fotografia de Marc Ferrez,,Q155,-22.967625/-43.249965,Q3180571,Q11469,Q71989864,0072430cx027-04,Q172984,53.2 degree,30.0 centimetre,24.0 centimetre,75326
,,"Rua Uruguaiana, ao fundo o Chafariz da Carioca",Fotografia de Marc Ferrez,,Q155,-22.90529/-43.179329,Q3180571,Q11469,Q71989864,0072430cx027-05,Q172984,45.2 degree,24.0 centimetre,30.0 centimetre,75327
,,Caixa de Amortização,Fotografia de Marc Ferrez,,Q155,-22.899909/-43.179461,Q3180571,Q11469,Q71989864,0072430cx027-06,Q172984,63.4 degree,30.0 centimetre,24.0 centimetre,75328
,,Monumento em homenagem ao visconde de Rio Branco,Fotografia de Marc Ferrez,,Q155,-22.921271/-43.1769,Q3180571,Q11469,Q71989864,0072430cx027-07,Q172984,45.0 degree,24.0 centimetre,30.0 centimetre,75329
,,Fonte Adriano Ramos Pinto,Fotografia de Marc Ferrez,,Q155,-22.920403/-43.176515,Q3180571,Q11469,Q71989864,0072430cx027-08,Q172984,40.0 degree,30.0 centimetre,24.0 centimetre,75330
,,Escola Politécnica e estátua de José Bonifácio,Fotografia de Marc Ferrez,,Q155,-22.904671/-43.180598,Q3180571,Q11469,Q71989864,0072430cx027-09,Q172984,46.0 degree,30.0 centimetre,24.0 centimetre,75331
,,Fonte Adriano Ramos Pinto,Fotografia de Marc Ferrez,,Q155,-22.920403/-43.176515,Q3180571,Q11469,Q71989864,0072430cx027-10,Q172984,40.0 degree,30.0 centimetre,24.0 centimetre,75332
,,Fonte Adriano Ramos Pinto,Fotografia de Marc Ferrez,,Q155,-22.920641/-43.176691,Q3180571,Q11469,Q71989864,0072430cx027-11,Q172984,40.0 degree,30.0 centimetre,24.0 centimetre,75333
,,Fonte Adriano Ramos Pinto,Fotografia de Marc Ferrez,,Q155,-22.920641/-43.176691,Q3180571,Q11469,Q71989864,0072430cx027-12,Q172984,40.0 degree,30.0 centimetre,24.0 centimetre,75334
,,"Mercado da Praia do Peixe, próximo à atual rua do Mercado",Fotografia de Marc Ferrez,,Q155,-22.901374/-43.173287,Q3180571,Q11469,Q71989864,0072430cx028-01,Q172984,45.0 degree,30.0 centimetre,24.0 centimetre,71086
,,Rua Primeiro de Março,Fotografia de Marc Ferrez,,Q155,-22.901472/-43.176504,Q3180571,Q11469,Q71989864,0072430cx028-02,Q172984,47.4 degree,24.0 centimetre,30.0 centimetre,71064
,,Rua Primeiro de Março,Fotografia de Marc Ferrez,,Q155,-22.901472/-43.176504,Q3180571,Q11469,Q71989864,0072430cx028-03,Q172984,47.4 degree,24.0 centimetre,30.0 centimetre,71065
,,Campo da Aclamação,Fotografia de Marc Ferrez,,Q155,-22.90754/-43.189063,Q3180571,Q11469,Q71989864,0072430cx030-01,COLÓDIO/ Prata,45.0 degree,30.0 centimetre,24.0 centimetre,71077
,,Campo da Aclamação,Fotografia de Marc Ferrez,,Q155,-22.904981/-43.18946500000001,Q3180571,Q11469,Q71989864,0072430cx030-04,COLÓDIO/ Prata,59.8 degree,30.0 centimetre,24.0 centimetre,71079
,,Orquidário no Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.968000000000004/-43.228304,Q3180571,Q11469,Q71989864,0072430cx031-05,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75405
,,Bromeliário do Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.968127/-43.228617,Q3180571,Q11469,Q71989864,0072430cx031-07,Q172984,55.6 degree,24.0 centimetre,30.0 centimetre,75399
,,Orquidário no Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.96797/-43.228315,Q3180571,Q11469,Q71989864,0072430cx031-08,Q172984,56.2 degree,30.0 centimetre,24.0 centimetre,75400
,,Alameda de Palmeiras,Fotografia de Marc Ferrez,,Q155,-22.969243/-43.221866,Q3180571,Q11469,Q71989864,0072430cx031-11,COLÓDIO/ Prata,40.0 degree,24.0 centimetre,30.0 centimetre,75402
,,Alameda de Palmeiras,Fotografia de Marc Ferrez,,Q155,-22.967504/-43.22428,Q3180571,Q11469,Q71989864,0072430cx031-13,COLÓDIO/ Prata,50.0 degree,24.0 centimetre,30.0 centimetre,75403
,,Porto do Rio - armazéns e ancoradouro interno,Fotografia de Marc Ferrez,,Q155,-22.895996/-43.195112,Q3180571,Q11469,Q71989864,0072430cx032b-06,Q172984,41.0 degree,30.0 centimetre,24.0 centimetre,75338
,,Entrada da Baía de Guanabara,Fotografia de Marc Ferrez,,Q155,-22.93405/-43.125693,Q3180571,Q11469,Q71989864,0072430cx032b-07,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75339
,,Academia Imperial de Belas Artes,Fotografia de Marc Ferrez,,Q155,-22.905617000000003/-43.183329,Q3180571,Q11469,Q71989864,0072430cx033b-01,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75344
,,Vista do Largo da Glória,Fotografia de Marc Ferrez,1900-01-01,Q155,-22.920962/-43.176223,Q3180571,Q11469,Q71989864,0072430cx033b-02,Q172984,44.0 degree,30.0 centimetre,24.0 centimetre,75345
,,Rua da Quitanda,Fotografia de Marc Ferrez,,Q155,-22.902827/-43.17723400000001,Q3180571,Q11469,Q71989864,0072430cx037-06,Q172984,60.0 degree,24.0 centimetre,30.0 centimetre,75306
,,Vista panorâmica do Pão de Açúcar e arredores,Fotografia de Marc Ferrez,,Q155,-22.95184/-43.209985,Q3180571,Q11469,Q71989864,0072430cx040-01,Q172984,64.8 degree,30.0 centimetre,24.0 centimetre,71044
,,"Enseada de Botafogo, vendo-se ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.943305/-43.182231,Q3180571,Q11469,Q71989864,0072430cx040-02,Q172984,54.2 degree,30.0 centimetre,24.0 centimetre,71045
,,Rua do Russel,Fotografia de Marc Ferrez,,Q155,-22.922338/-43.173591,Q3180571,Q11469,Q71989864,0072430cx040-03,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,71046
,,Estrada de Ferro do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.945863/-43.215209,Q3180571,Q11469,Q71989864,0072430cx040-05,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,71048
,,Vista panorâmica do Pão de Açúcar e arredores,Fotografia de Marc Ferrez,,Q155,-22.951854/-43.210035,Q3180571,Q11469,Q71989864,0072430cx040-06,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,71049
,,Vista panorâmica do Pão de Açúcar e arredores,Fotografia de Marc Ferrez,,Q155,-22.951843/-43.209986,Q3180571,Q11469,Q71989864,0072430cx040-07,Q172984,65.0 degree,30.0 centimetre,24.0 centimetre,71050
,,"Vista de Botafogo, vendo-se ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.943305/-43.182232,Q3180571,Q11469,Q71989864,0072430cx040-08,Q172984,45.4 degree,30.0 centimetre,24.0 centimetre,71051
,,Campo da Aclamação,Fotografia de Marc Ferrez,,Q155,-22.90545/-43.190232,Q3180571,Q11469,Q71989864,0072430cx041-01,Q172984,45.0 degree,30.0 centimetre,24.0 centimetre,71052
,,Escola Nacional de Belas Artes,Fotografia de Marc Ferrez,,Q155,-22.908521/-43.176546,Q3180571,Q11469,Q71989864,0072430cx043-02,Q172984,61.0 degree,30.0 centimetre,24.0 centimetre,75385
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.909901/-43.176046,Q3180571,Q11469,Q71989864,0072430cx043-03,Q172984,45.6 degree,30.0 centimetre,24.0 centimetre,75386
,,Vista do Pão de Açúcar,Fotografia de Marc Ferrez,,Q155,-22.943305/-43.182231,Q3180571,Q11469,Q71989864,0072430cx043-05,Q172984,54.2 degree,30.0 centimetre,24.0 centimetre,75387
,,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.950464/-43.192476,Q3180571,Q11469,Q71989864,0072430cx043-06,COLÓDIO/ Prata,35.0 degree,24.0 centimetre,30.0 centimetre,75388
,,Pedra do Índio,Fotografia de Marc Ferrez,,Q155,-22.905299/-43.120126,Q3180571,Q11469,Q71989864,0072430cx043-07,Q172984,45.0 degree,30.0 centimetre,24.0 centimetre,75389
,,Pedra do Índio,Fotografia de Marc Ferrez,,Q155,-22.905303/-43.120031,Q3180571,Q11469,Q71989864,0072430cx043-08,Q172984,33.2 degree,30.0 centimetre,24.0 centimetre,75390
,,Pedra de Itapuca,Fotografia de Marc Ferrez,,Q155,-22.905347/-43.119396,Q3180571,Q11469,Q71989864,0072430cx043-09,Q172984,40.8 degree,30.0 centimetre,24.0 centimetre,75391
,,Monumento em homenagem a Pedro Álvares Cabral,Fotografia de Marc Ferrez,,Q155,-22.920009/-43.176965,Q3180571,Q11469,Q71989864,0072430cx044a-01,Q172984,46.0 degree,30.0 centimetre,24.0 centimetre,71036
,,Chafariz do Mestre Valentim,Fotografia de Marc Ferrez,,Q155,-22.902832/-43.174796,Q3180571,Q11469,Q71989864,0072430cx044a-04,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,71039
,,Monumento em homenagem a Pedro Álvares Cabral,Fotografia de Marc Ferrez,,Q155,-22.92012/-43.176715,Q3180571,Q11469,Q71989864,0072430cx044a-05,Q172984,35.4 degree,30.0 centimetre,24.0 centimetre,71040
,,"Monumento a D. Pedro I no Largo do Rocio, atual praça Tiradentes",Fotografia de Marc Ferrez,,Q155,-22.906441/-43.182626,Q3180571,Q11469,Q71989864,0072430cx044a-07,Q172984,52.6 degree,30.0 centimetre,24.0 centimetre,71041
,,Monumento em homenagem a Pedro Álvares Cabral,Fotografia de Marc Ferrez,,Q155,-22.920009/-43.176965,Q3180571,Q11469,Q71989864,0072430cx044a-08,Q172984,46.0 degree,30.0 centimetre,24.0 centimetre,71042
,,Monumento em homenagem a Pedro Álvares Cabral,Fotografia de Marc Ferrez,,Q155,-22.920009/-43.176965,Q3180571,Q11469,Q71989864,0072430cx044a-09,Q172984,46.0 degree,30.0 centimetre,24.0 centimetre,71043
,,Vista do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.952922/-43.225776,Q3180571,Q11469,Q71989864,0072430cx045a-04,Q172984,49.8 degree,24.0 centimetre,30.0 centimetre,71002
,,Vista panorâmica do Pão de Açúcar e arredores,Fotografia de Marc Ferrez,,Q155,-22.951841/-43.209982,Q3180571,Q11469,Q71989864,0072430cx045a-05,Q172984,55.2 degree,30.0 centimetre,24.0 centimetre,71003
,,"Panorama do Rio de Janeiro, visto do alto do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.95185/-43.210008,Q3180571,Q11469,Q71989864,0072430cx046-01,Q172984,63.8 degree,30.0 centimetre,24.0 centimetre,75309
,,Vista do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.952153/-43.226301,Q3180571,Q11469,Q71989864,0072430cx046-02,Q172984,49.0 degree,24.0 centimetre,30.0 centimetre,75310
,,Estrada de Ferro do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.945319/-43.214728,Q3180571,Q11469,Q71989864,0072430cx046-03,Q172984,50.0 degree,,,75311
,,"Viaduto do Silvestre, Estrada de Ferro do Corcovado, Km 1 (aproximadamente)",Fotografia de Marc Ferrez,,Q155,-22.946329/-43.20363,Q3180571,Q11469,Q71989864,0072430cx046-06,Q172984,40.6 degree,30.0 centimetre,24.0 centimetre,75314
,,"Panorama do Rio de Janeiro, visto do alto do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.951895/-43.21013,Q3180571,Q11469,Q71989864,0072430cx046-08,Q172984,45.0 degree,30.0 centimetre,24.0 centimetre,75316
,,"Viaduto do Silvestre, Estrada de Ferro do Corcovado, Km 1 (aproximadamente)",Fotografia de Marc Ferrez,,Q155,-22.946321/-43.205085,Q3180571,Q11469,Q71989864,0072430cx046-09,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75317
,,Vista do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.952918/-43.225776,Q3180571,Q11469,Q71989864,0072430cx046-10,Q172984,64.8 degree,30.0 centimetre,24.0 centimetre,75318
,,Vista do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.952171/-43.22555,Q3180571,Q11469,Q71989864,0072430cx046-11,Q172984,42.4 degree,24.0 centimetre,30.0 centimetre,75319
,,"Hotel Paineiras, com o Morro do Corcovado e o mirante Chapéu do Sol ao fundo",Fotografia de Marc Ferrez,,Q155,-22.947756/-43.21785300000001,Q3180571,Q11469,Q71989864,0072430cx046-12,Q172984,60.0 degree,30.0 centimetre,24.0 centimetre,75320
,,Vista da Baía da Guanabara,Fotografia de Marc Ferrez,,Q155,-22.95188/-43.210137,Q3180571,Q11469,Q71989864,0072430cx046-13,Q172984,40.0 degree,30.0 centimetre,24.0 centimetre,75321
,,Vista do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.952997/-43.225816,Q3180571,Q11469,Q71989864,0072430cx046-15,Q172984,70.0 degree,30.0 centimetre,24.0 centimetre,75323
,,Estrada de Ferro do Corcovado,Fotografia de Marc Ferrez,,Q155,-22.945353/-43.215486,Q3180571,Q11469,Q71989864,0072430cx046-16,Q172984,43.0 degree,24.0 centimetre,30.0 centimetre,75324
,,"Hotel Avenida, em segundo plano o edifício da Imprensa Nacional",Fotografia de Marc Ferrez,,Q155,-22.907067/-43.176688,Q3180571,Q11469,Q71989864,0072430cx047-02,Q172984,60.0 degree,30.0 centimetre,24.0 centimetre,75341
,,"Hotel Avenida, em segundo plano o edifício da Imprensa Nacional",Fotografia de Marc Ferrez,,Q155,-22.907067/-43.176688,Q3180571,Q11469,Q71989864,0072430cx047-03,Q172984,60.0 degree,30.0 centimetre,24.0 centimetre,75342
,,Vista do canal do Mangue,Fotografia de Marc Ferrez,,Q155,-22.910518/-43.208537,Q3180571,Q11469,Q71989864,0072430cx047-04,Q172984,56.2 degree,30.0 centimetre,24.0 centimetre,75343
,,Vista de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.942001/-43.175327,Q3180571,Q11469,Q71989864,0072430cx050-04,Q172984,53.8 degree,30.0 centimetre,24.0 centimetre,71016
,,Vista de Botafogo e Pão de Açúcar,Fotografia de Marc Ferrez,,Q155,-22.943612/-43.181635,Q3180571,Q11469,Q71989864,0072430cx050-05,Q172984,46.2 degree,30.0 centimetre,24.0 centimetre,71017
,,Bairro de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.943273/-43.182231,Q3180571,Q11469,Q71989864,0072430cx050-06,Q172984,45.2 degree,30.0 centimetre,24.0 centimetre,71018
,,Casa da Moeda,Fotografia de Marc Ferrez,,Q155,-22.90653/-43.189892,Q3180571,Q11469,Q71989864,0072430cx053-02,Q172984,59.6 degree,30.0 centimetre,24.0 centimetre,75347
,,Igreja de Nossa Senhora da Candelária,Fotografia de Marc Ferrez,,Q155,-22.900172/-43.177357,Q3180571,Q11469,Q71989864,0072430cx053-06,Q172984,65.6 degree,24.0 centimetre,30.0 centimetre,75350
,,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.94398/-43.116255,Q3180571,Q11469,Q71989864,0072430cx055-04,Q172984,36.8 degree,30.0 centimetre,24.0 centimetre,70985
,,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.957391/-43.17025200000001,Q3180571,Q11469,Q71989864,0072430cx055-05,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,70986
,,Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,,Q155,-22.938261/-43.129647,Q3180571,Q11469,Q71989864,0072430cx055-06,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,70987
,,"Largo do Machado, Igreja Nossa Senhora da Glória e ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.928893/-43.182264,Q3180571,Q11469,Q71989864,0072430cx055-07,COLÓDIO/ Prata,48.0 degree,30. centimetre,24.0 centimetre,70988
,,"Vista do Cais Pharoux, Morro do Castelo ao fundo",Fotografia de Marc Ferrez,,Q155,-22.900445/-43.17151,Q3180571,Q11469,Q71989864,0072430cx055-08,Q172984,44.2 degree,30.0 centimetre,24.0 centimetre,70989
,,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.957391/-43.17025200000001,Q3180571,Q11469,Q71989864,0072430cx055-10,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,70990
,,Entrada da Baía de Guanabara e Pão de Açúcar,Fotografia de Marc Ferrez,,Q155,-22.941246/-43.115505,Q3180571,Q11469,Q71989864,0072430cx055-11,Q172984,39.8 degree,30.0 centimetre,24.0 centimetre,70991
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.909749/-43.175575,Q3180571,Q11469,Q71989864,0072430cx056a-01,Q172984,36.0 degree,30.0 centimetre,24.0 centimetre,71004
,,Escola Nacional de Belas Artes,Fotografia de Marc Ferrez,,Q155,-22.90971/-43.176239,Q3180571,Q11469,Q71989864,0072430cx056a-04,Q172984,52.8 degree,30.0 centimetre,24.0 centimetre,71007
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.909749/-43.175575,Q3180571,Q11469,Q71989864,0072430cx056a-07,Q172984,36.0 degree,30.0 centimetre,24.0 centimetre,71010
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.909784/-43.176142,Q3180571,Q11469,Q71989864,0072430cx056a-08,Q172984,42.8 degree,24.0 centimetre,30.0 centimetre,71011
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.910282/-43.175836,Q3180571,Q11469,Q71989864,0072430cx056a-11,Q172984,44.4 degree,30.0 centimetre,24.0 centimetre,71014
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.909901/-43.176046,Q3180571,Q11469,Q71989864,0072430cx056a-12,Q172984,45.6 degree,30.0 centimetre,24.0 centimetre,71015
,,Rua Primeiro de Março,Fotografia de Marc Ferrez,,Q155,-22.900776/-43.176818,Q3180571,Q11469,Q71989864,0072430cx058-02,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75362
,,Vista do Canal do Mangue,Fotografia de Marc Ferrez,,Q155,-22.908258/-43.200715,Q3180571,Q11469,Q71989864,0072430cx058-03,Q172984,45.0 degree,30.0 centimetre,24.0 centimetre,75363
,,Porto do Rio de Janeiro,Fotografia de Marc Ferrez,,Q155,-22.897633/-43.210823,Q3180571,Q11469,Q71989864,0072430cx058-04,Q172984,45.4 degree,30.0 centimetre,24.0 centimetre,75364
,,"Estação do Cosme Velho, Estrada de Ferro do Corcovado, Km 0",Fotografia de Marc Ferrez,,Q155,-22.940364/-43.19822,Q3180571,Q11469,Q71989864,0072430cx058-05,Q172984,46.0 degree,30 centimetre,24.0 centimetre,75365
,,Porto do Rio de Janeiro,Fotografia de Marc Ferrez,,Q155,-22.897858/-43.209622,Q3180571,Q11469,Q71989864,0072430cx058-06,Q172984,60.0 degree,30.0 centimetre,24.0 centimetre,75366
,,Vista do Largo da Carioca com o convento de Santo Antônio ao fundo,Fotografia de Marc Ferrez,,Q155,-22.906928/-43.177866,Q3180571,Q11469,Q71989864,0072430cx058-09,Q172984,50.2 degree,30.0 centimetre,24.0 centimetre,75367
,,"Bairro da Glória, ao fundo a Igreja de Nossa Senhora da Glória do Outeiro",Fotografia de Marc Ferrez,,Q155,-22.919683/-43.176583,Q3180571,Q11469,Q71989864,0072430cx058-10,Q172984,50.6 degree,30.0 centimetre,24.0 centimetre,75368
,,Igreja de Nossa Senhora do Carmo da Lapa do Desterro e o Grande Hotel,Fotografia de Marc Ferrez,,Q155,-22.913794/-43.177975,Q3180571,Q11469,Q71989864,0072430cx058-11,Q172984,60.4 degree,30.0 centimetre,24.0 centimetre,75369
,,Vista do Largo da Carioca com o Chafariz de 35 bicas ao fundo,Fotografia de Marc Ferrez,,Q155,-22.906389/-43.178898,Q3180571,Q11469,Q71989864,0072430cx058-12,Q172984,50.2 degree,30.0 centimetre,24.0 centimetre,75370
,,Cais do Porto,Fotografia de Marc Ferrez,,Q155,-22.897704/-43.210444,Q3180571,Q11469,Q71989864,0072430cx058-13,Q172984,40.4 degree,30.0 centimetre,24.0 centimetre,75371
,,Porto do Rio de Janeiro,Fotografia de Marc Ferrez,,Q155,-22.896791/-43.207165,Q3180571,Q11469,Q71989864,0072430cx058-14,Q172984,50.4 degree,30.0 centimetre,24.0 centimetre,75372
,,Floresta da Tijuca com o Morro Dois Irmãos e a Pedra da Gávea ao fundo,Fotografia de Marc Ferrez,,Q155,-22.956301/-43.240522,Q3180571,Q11469,Q71989864,0072430cx061-03,Q172984,47.4 degree,30.0 centimetre,24.0 centimetre,71091
,,"Praia de Botafogo, vendo-se o Morro da Viúva",Fotografia de Marc Ferrez,,Q155,-22.943322/-43.182293,Q3180571,Q11469,Q71989864,0072430cx066-01,Q172984,53.2 degree,30.0 centimetre,24.0 centimetre,71066
,,"Praia de Botafogo, vendo-se o Morro da Viúva e o Corcovado ao fundo",Fotografia de Marc Ferrez,,Q155,-22.943304/-43.182266,Q3180571,Q11469,Q71989864,0072430cx066-03,Q172984,51.4 degree,30.0 centimetre,24.0 centimetre,71068
,,Praia de Ipanema a partir do Arpoador,Fotografia de Marc Ferrez,,Q155,-22.989936/-43.190983,Q3180571,Q11469,Q71989864,0072430cx066-07,Q172984,43.6 degree,30.0 centimetre,24.0 centimetre,71085
,,Canal do Mangue,Fotografia de Marc Ferrez,,Q155,-22.909781/-43.208999999999996,Q3180571,Q11469,Q71989864,0072430cx066-08,Q172984,44.8 degree,30.0 centimetre,24.0 centimetre,71071
,,Praia de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.942129/-43.175668,Q3180571,Q11469,Q71989864,0072430cx066-09,Q172984,63.0 degree,30.0 centimetre,24.0 centimetre,75392
,,Bairro de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.943292/-43.182254,Q3180571,Q11469,Q71989864,0072430cx066-10,Q172984,45.2 degree,30.0 centimetre,24.0 centimetre,75393
,,Praia de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.9433/-43.182244,Q3180571,Q11469,Q71989864,0072430cx066-11,Q172984,62.4 degree,30.0 centimetre,24.0 centimetre,75394
,,Praia de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.943314/-43.182268,Q3180571,Q11469,Q71989864,0072430cx066-12,Q172984,63.2 degree,,,75395
,,Praia de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.944611/-43.182188,Q3180571,Q11469,Q71989864,0072430cx066-13,Q172984,59.6 degree,30.0 centimetre,24.0 centimetre,75396
,,Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.969128/-43.225111,Q3180571,Q11469,Q71989864,0072430cx068-02,Q172984,60.0 degree,24.0 centimetre,30.0 centimetre,75374
,,Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.968145/-43.22514,Q3180571,Q11469,Q71989864,0072430cx068-03,Q172984,60.0 degree,30.0 centimetre,24.0 centimetre,75375
,,Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.968582/-43.225183,Q3180571,Q11469,Q71989864,0072430cx068-05,Q172984,60.0 degree,30.0 centimetre,24.0 centimetre,75377
,,Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.96853/-43.224835,Q3180571,Q11469,Q71989864,0072430cx068-08,Q172984,60.2 degree,30.0 centimetre,24.0 centimetre,75379
,,Jardim do Palácio do Catete - chafariz com escultura,Fotografia de Marc Ferrez,,Q155,-22.925798/-43.1745,Q3180571,Q11469,Q71989864,0072430cx069-06,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75380
,,Jardim do Palácio do Catete,Fotografia de Marc Ferrez,,Q155,-22.92596/-43.173456,Q3180571,Q11469,Q71989864,0072430cx069-07,Q172984,38.8 degree,30.0 centimetre,24.0 centimetre,75381
,,Gruta do Palácio do Catete,Fotografia de Marc Ferrez,,Q155,-22.926084/-43.175431,Q3180571,Q11469,Q71989864,0072430cx069-08,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75382
,,Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.926005/-43.173867,Q3180571,Q11469,Q71989864,0072430cx069-10,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75384
,,Palácio do Catete,Fotografia de Marc Ferrez,,Q155,-22.926070000000006/-43.17678,Q3180571,Q11469,Q71989864,0072430cx097-05,Q172984,67.6 degree,30.0 centimetre,24.0 centimetre,75355
,,Imprensa Nacional,Fotografia de Marc Ferrez,,Q155,-22.906569/-43.178173,Q3180571,Q11469,Q71989864,0072430cx097-06,Q172984,45.4 degree,30.0 centimetre,24.0 centimetre,75356
,,Imprensa Nacional,Fotografia de Marc Ferrez,,Q155,-22.906498000000006/-43.17799,Q3180571,Q11469,Q71989864,0072430cx097-09,Q172984,39.8 degree,30.0 centimetre,24.0 centimetre,75358
,,Santa Casa de Misericórdia,Fotografia de Marc Ferrez,,Q155,-22.907723/-43.17032,Q3180571,Q11469,Q71989864,0072430cx097-10,COLÓDIO/ Prata,50.0 degree,30.0 centimetre,24.0 centimetre,75359
,,"Museu Nacional, antigo Palácio Imperial de São Cristóvão",Fotografia de Marc Ferrez,,Q155,-22.903364/-43.223602,Q3180571,Q11469,Q71989864,0072430cx097-12,COLÓDIO/ Prata,41.6 degree,30.0 centimetre,24.0 centimetre,75361
,,Teatro Municipal,Fotografia de Marc Ferrez,,Q155,-22.910046/-43.175833,Q3180571,Q11469,Q71989864,0072430cx098-08,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,75352
,,"Vista do Rio de Janeiro, tendo o Gasômetro em primeiro plano",Fotografia de Augusto Malta,,Q155,-22.894799/-43.21669,Q16495239,Q11472,Q71989864,013RJ001004,Q172984,40.2 degree,,,78550
,,Substituição da iluminação pública de gás para lâmpadas incandescentes,Fotografia de Augusto Malta,1921-01-01,Q155,-22.896965/-43.18003,Q16495239,Q11472,Q71989864,013RJ001005,Q172984,50.0 degree,16.5 centimetre,23.0 centimetre,16995
