qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,Q125191,"Residência da família Barreira Vianna; ao fundo, parte das Ilhas Cagarras",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987478/-43.19442100000001,19.31U11573,157.52U28390,69.21U28390,Q63166517,Q11472,Q71989864,002054VIAN006,Q172984,50.0U28390,13.0U174728,12.2U174728,82668
,Q125191,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador e as Ilhas Cagarras",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.986139/-43.195064,13.88U11573,160.91U28390,84.83U28390,Q63166517,Q11472,Q71989864,002054VIAN007,Q172984,40.0U28390,16.2U174728,8.0U174728,82666
,Q125191,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987374/-43.194666,13.03U11573,133.25U28390,84.14U28390,Q63166517,Q11472,Q71989864,002054VIAN008,Q172984,50.0U28390,12.3U174728,15.5U174728,82669
,Q125191,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.98704/-43.195055,13.09U11573,116.84U28390,87.31U28390,Q63166517,Q11472,Q71989864,002054VIAN009,Q172984,50.0U28390,17.7U174728,12.6U174728,82671
,Q125191,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.98744/-43.194837,12.55U11573,136.5U28390,86.35U28390,Q63166517,Q11472,Q71989864,002054VIAN010,Q172984,50.0U28390,16.1U174728,10.7U174728,82670
,Q125191,"Residência da família Barreira Vianna; ao fundo, a Pedra do Arpoador",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.98755/-43.194731,12.92U11573,133.76U28390,88.01U28390,Q63166517,Q11472,Q71989864,002054VIAN011,Q172984,50.0U28390,17.0U174728,11.5U174728,82673
Q97772505,Q125191,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francsico Otaviano. Ilhas Cagarras ao fundo.",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/9,,,Q155,@-22.98723/-43.19484600000001,20.02U11573,162.73U28390,79.51U28390,Q63166517,Q11472,Q71989864,002054VIAN012,Q172984,33.4U28390,,,18205
Q65620223,Q125191,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano. Ilhas Cagarras ao fundo.",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/9,,,Q155,@-22.987486/-43.194592,12.95U11573,-172.97U28390,82.4U28390,Q63166517,Q11472,Q71989864,002054VIAN014,Q172984,43.8U28390,,,18206
,Q125191,Residência da família Barreira Vianna,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1902-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987491/-43.194722,12.56U11573,151.76U28390,86.87U28390,Q63166517,Q11472,Q71989864,002054VIAN015,Q172984,50.0U28390,15.5U174728,11.4U174728,82672
,Q125191,Residência da família Barreira Vianna,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987273/-43.194771,12.66U11573,95.56U28390,88.76U28390,Q63166517,Q11472,Q71989864,002054VIAN016,Q172984,40.0U28390,14.0U174728,9.7U174728,82675
,Q125191,Integrantes da família Barreira Vianna no jardim de sua residência,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987278/-43.19477,10.91U11573,56.99U28390,89.14U28390,Q63166517,Q11472,Q71989864,002054VIAN018,Q172984,50.0U28390,17.1U174728,11.5U174728,82674
,Q125191,"Residência da família Barreira Vianna; ao fundo, o Morro Dois Irmãos e a Pedra da Gávea",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.9873/-43.192892,11.46U11573,-92.05U28390,88.05U28390,Q63166517,Q11472,Q71989864,002054VIAN021,Q172984,40.0U28390,15.0U174728,9.9U174728,82676
,Q125191,Residência da família Barreira Vianna; ao fundo o Morro Dois Irmãos e a Pedra da Gávea,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.986881/-43.19389,15.43U11573,-83.88U28390,91.9U28390,Q63166517,Q11472,Q71989864,002054VIAN023,Q172984,48.0U28390,17.1U174728,12.4U174728,82677
,Q125191,"Residência da família Barreira Vianna; ao fundo, o Morro Dois Irmãos e a Pedra da Gávea",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1903-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.986886/-43.194247,14.24U11573,-104.57U28390,89.37U28390,Q63166517,Q11472,Q71989864,002054VIAN024,Q172984,35.0U28390,11.9U174728,12.8U174728,82678
,Q125191,"Residência da família Barreira Vianna; ao fundo, o Morro do Pão de Açúcar e a Praia de Copacabana",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987931/-43.195059,13.26U11573,39.53U28390,92.79U28390,Q63166517,Q11472,Q71989864,002054VIAN028,Q172984,43.6U28390,8.6U174728,7.5U174728,82680
,Q125191,Residência da família Barreira Vianna,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.98677/-43.195383,13.1U11573,61.81U28390,84.0U28390,Q63166517,Q11472,Q71989864,002054VIAN030,Q172984,35.2U28390,12.0U174728,11.5U174728,82679
Q97772508,Q125191,"Residência da família Barreira Vianna, em Ipanema na esquina da avenida Vieira Souto e rua Francisco Otaviano. Pão de Açúcar e praia de Copacabana ao fundo.",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987661/-43.195797,18.92U11573,41.06U28390,82.05U28390,Q63166517,Q11472,Q71989864,002054VIAN031,Q172984,40.4U28390,,,18209
,Q125191,"Bonde descarregando material de construção na praia de Ipanema; ao fundo, o Morro Dois Irmãos e Pedra da Gávea",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987734/-43.194367,11.48U11573,-104.94U28390,90.23U28390,Q63166517,Q11472,Q71989864,002054VIAN039,Q172984,42.6U28390,8.5U174728,15.5U174728,82682
Q97772509,Q125191,Bonde nas proximidades da pedra do Arpoador,Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.987748/-43.194789,12.35U11573,109.15U28390,84.27U28390,Q63166517,Q11472,Q71989864,002054VIAN040,Q172984,35.2U28390,,,18212
,Q125191,"Grupo de pessoas na praia de Copacabana, no atual posto 6; ao fundo, o Morro do Pão de Açúcar",Fotografia de José Baptista Barreira Vianna,Photograph by José Baptista Barreira Vianna,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1903-01-01T00:00:00Z/9,Q155,@-22.986051/-43.188307,8.63U11573,49.98U28390,91.12U28390,Q63166517,Q11472,Q71989864,002054VIAN041,Q172984,43.4U28390,8.5U174728,7.5U174728,82681
,Q125191,Praia de Copacabana,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1930-01-01T00:00:00Z/8,1930-01-01T00:00:00Z/9,1939-01-01T00:00:00Z/9,Q155,@-22.973639/-43.185918,8.44U11573,41.01U28390,86.98U28390,Q55088608,Q11469,Q71989864,002080BR0202,Q172984,45.0U28390,11U174728,4.5U174728,82771
Q97772427,Q125191,"Igreja de Santa Luzia, è direita, e Igreja de São Sebastião, no alto do morro do Castelo",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1915-01-01T00:00:00Z/9,,,Q155,@-22.910247/-43.172493,10.6U11573,-13.11U28390,96.94U28390,Q55088608,Q11469,Q71989864,002080BR0206,Q172984,50.0U28390,11U174728,4.5U174728,16551
Q97772429,Q125191,Largo do Machado,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1917-01-01T00:00:00Z/9,,,Q155,@-22.930677/-43.178326,9.91U11573,-117.17U28390,93.33U28390,Q55088608,Q11469,Q71989864,002080BR0207,Q172984,45.0U28390,11U174728,4.5U174728,16552
,Q125191,"Chegada do Rei Alberto I da Bélgica, na Avenida Rio Branco",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/9,,,Q155,@-22.913145/-43.175006,9.07U11573,-149.33U28390,87.89U28390,Q55088608,Q11469,Q71989864,002080RJ1215,Q172984,45.0U28390,11U174728,4.5U174728,82772
,Q125191,"Chegada dos Reis da Bélgica, o policiamento na Avenida Rio Branco",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/9,,,Q155,@-22.907471/-43.176727,8.34U11573,163.75U28390,91.14U28390,Q55088608,Q11469,Q71989864,002080RJ1216,Q172984,45.0U28390,11U174728,4.5U174728,82773
,Q125191,"Visita dos Reis da Bélgica, chegada do Rei Alberto I na Avenida Rio Branco",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/9,,,Q155,@-22.90754/-43.176759,9.8U11573,169.68U28390,93.06U28390,Q55088608,Q11469,Q71989864,002080RJ1217,Q172984,45.0U28390,11U174728,4.5U174728,82776
,Q125191,"Visita dos Reis da Bélgica, chegada do Rei Alberto I na Avenida Rio Branco, ao fundo o Palácio Monroe",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/9,,,Q155,@-22.913178/-43.17524,9.4U11573,3.95U28390,92.13U28390,Q55088608,Q11469,Q71989864,002080RJ1218,Q172984,45.0U28390,11U174728,4.5U174728,82774
,Q125191,"Visita dos Reis da Bélgica, chegada na Avenida Rio Branco, em frente ao Palace Hotel",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1920-01-01T00:00:00Z/9,,,Q155,@-22.907497/-43.176783,9.55U11573,140.52U28390,95.99U28390,Q55088608,Q11469,Q71989864,002080RJ1219,Q172984,45.0U28390,11U174728,4.5U174728,82775
,Q125191,"Senado Federal, enterro de Pinheiro Machado",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1915-09-01T00:00:00Z/10,,,Q155,@-22.907286/-43.190119,12.45U11573,-98.11U28390,90.73U28390,Q55088608,Q11469,Q71989864,002080RJ1503,Q172984,45.0U28390,11U174728,4.5U174728,82305
,Q125191,"Senado Federal, enterro de Pinheiro Machado",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1915-09-01T00:00:00Z/10,,,Q155,@-22.901908/-43.184183,16.64U11573,-96.26U28390,90.54U28390,Q55088608,Q11469,Q71989864,002080RJ1504,Q172984,45.0U28390,11U174728,4.5U174728,82306
,Q125191,Carreata pela visita do presidente argentino Justo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1933-10-01T00:00:00Z/10,,,Q155,@-22.903504/-43.178323,8.35U11573,48.5U28390,89.38U28390,Q55088608,Q11469,Q71989864,002080RJ1505,Q172984,45.0U28390,11U174728,4.5U174728,82308
,Q125191,Carreata pela visita do presidente argentino Justo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1933-10-01T00:00:00Z/10,,,Q155,@-22.90352/-43.178338,8.19U11573,7.08U28390,95.01U28390,Q55088608,Q11469,Q71989864,002080RJ1506,Q172984,45.0U28390,11U174728,4.5U174728,82307
,Q125191,Biblioteca Nacional na Avenida Rio Branco,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1921-01-01T00:00:00Z/9,,,Q155,@-22.909283/-43.176329,18.95U11573,139.91U28390,89.27U28390,Q55088608,Q11469,Q71989864,002080RJ1512,Q172984,48.0U28390,11U174728,4.5U174728,82777
Q97772499,Q125191,Desfile de corsos durante o carnaval,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1927-01-01T00:00:00Z/8,1922-01-01T00:00:00Z/9,1932-01-01T00:00:00Z/9,Q155,@-22.904619/-43.177898,8.81U11573,-7.48U28390,91.89U28390,Q55088608,Q11469,Q71989864,002080RJ2807,Q172984,45.0U28390,11U174728,4.5U174728,18174
Q97772501,Q125191,Carnaval,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,1932-01-01T00:00:00Z/9,,,Q155,@-22.903526/-43.179237,17.39U11573,-129.65U28390,59.42U28390,Q55088608,Q11469,Q71989864,002080RJ2815,Q172984,45.0U28390,11U174728,4.5U174728,18175
Q65620229,Q125191,Vista do Pão de Açúcar a partir da Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.938539/-43.132636,35.23U11573,-104.08U28390,86.42U28390,Q3180571,Q11469,Q71989864,0071824cx001-01,Q172984,40.2U28390,24.0U174728,18.0U174728,66439
Q65620230,Q125191,"Entrada da Baía de Guanabara, Pão de Açúcar",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.935165/-43.126459,25.49U11573,-119.17U28390,90.09U28390,Q3180571,Q11469,Q71989864,0071824cx001-02,Q172984,34.8U28390,24.0U174728,18.0U174728,66547
Q65620231,Q125191,"Largo da Carioca, chafariz com 35 bicas",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1890-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.906622/-43.178745,19.91U11573,154.5U28390,86.41U28390,Q3180571,Q11469,Q71989864,0071824cx001-04,Q172984,50.0U28390,24.0U174728,18.0U174728,66440
Q65621597,Q125191,Vista da Praia de Santa Luzia,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.905875/-43.167735,33.12U11573,-131.39U28390,93.83U28390,Q3180571,Q11469,Q71989864,0071824cx001-05,Q172984,46.4U28390,24.0U174728,18.0U174728,66441
Q65620409,Q125191,"Rua Primeiro de Março, Convento do Carmo e Igreja de Nossa Senhora do Carmo à esquerda",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.903709/-43.174717,17.29U11573,-47.29U28390,92.35U28390,Q3180571,Q11469,Q71989864,0071824cx001-06,Q172984,53.2U28390,18.0U174728,24.0U174728,16041
Q65620412,Q125191,Pão de Açúcar visto de Niterói,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.933761/-43.148829,18.65U11573,-161.96U28390,97.62U28390,Q3180571,Q11469,Q71989864,0071824cx001-08,Q172984,47.4U28390,24.0U174728,18.0U174728,66443
Q65621361,Q125191,Pão de Açúcar visto de Niterói,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.937941/-43.134925,26.36U11573,-115.58U28390,89.97U28390,Q3180571,Q11469,Q71989864,0071824cx001-09,Q172984,42.0U28390,24.0U174728,18.0U174728,66444
Q65620414,Q125191,Vista do Pão de Açúcar a partir da Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.934488/-43.122602,184.55U11573,-114.2U28390,86.48U28390,Q3180571,Q11469,Q71989864,0071824cx001-10,Q172984,41.6U28390,24.0U174728,18.0U174728,66445
Q65620415,Q125191,Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.938849/-43.139604,1.21U11573,80.01U28390,94.77U28390,Q3180571,Q11469,Q71989864,0071824cx001-11,Q172984,39.2U28390,24.0U174728,18.0U174728,66446
Q65620418,Q125191,Vista da Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.938271/-43.13025,62.42U11573,-86.84U28390,87.94U28390,Q3180571,Q11469,Q71989864,0071824cx001-13,Q172984,46.6U28390,24.0U174728,18.0U174728,66448
Q65621363,Q125191,Vista do Pão de Açúcar a partir da Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.936745/-43.124754,227.67U11573,-107.04U28390,87.63U28390,Q3180571,Q11469,Q71989864,0071824cx001-14,Q172984,43.2U28390,24.0U174728,18.0U174728,66548
Q65621364,Q125191,Pão de Açúcar visto de Niterói,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.934765/-43.147381,3.86U11573,-147.53U28390,90.95U28390,Q3180571,Q11469,Q71989864,0071824cx001-15,Q172984,54.8U28390,24.0U174728,18.0U174728,66534
Q65620422,Q125191,Igreja de Nossa Senhora da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.930601/-43.179244,7.58U11573,-141.07U28390,104.9U28390,Q3180571,Q11469,Q71989864,0071824cx003a-04,Q172984,52.6U28390,18.0U174728,24.0U174728,66449
Q89048616,Q125191,Igreja de São Joaquim,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.901975/-43.184609,8.69U11573,53.28U28390,96.83U28390,Q3180571,Q11469,Q71989864,0071824cx003a-05,Q172984,60.0U28390,18.0U174728,24.0U174728,66450
Q65620423,Q125191,Igreja de Nossa Senhora da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.930645/-43.179279,9.59U11573,-141.7U28390,103.16U28390,Q3180571,Q11469,Q71989864,0071824cx003a-06,Q172984,49.4U28390,18.0U174728,24.0U174728,66451
Q65620425,Q125191,Igreja São Francisco de Paula,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.904817/-43.180948,13.83U11573,156.36U28390,99.86U28390,Q3180571,Q11469,Q71989864,0071824cx003a-09,Q172984,40.8U28390,18.0U174728,24.0U174728,66452
Q89049053,Q125191,Ilha Fiscal,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.8985/-43.164715,0.45U11573,-39.62U28390,95.94U28390,Q3180571,Q11469,Q71989864,0071824cx004-01,Q172984,45.0U28390,24.0U174728,18.0U174728,66453
Q89049057,Q125191,Ilha Fiscal,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.899054/-43.164968,6.31U11573,-29.04U28390,95.24U28390,Q3180571,Q11469,Q71989864,0071824cx004-02,Q172984,45.0U28390,24.0U174728,18.0U174728,66454
Q65620428,Q125191,"Monumento a D. Pedro I no Largo do Rocio, atual praça Tiradentes",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.906747/-43.182709,10.89U11573,-153.52U28390,102.17U28390,Q3180571,Q11469,Q71989864,0071824cx006-01,Q172984,56.0U28390,18.0U174728,24.0U174728,66456
Q65620429,Q125191,"Estátua do General Osório, vendo-se ao fundo o Morro do Castelo",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1895-01-01T00:00:00Z/8,1894-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.902927/-43.174632,7.72U11573,169.79U28390,97.0U28390,Q3180571,Q11469,Q71989864,0071824cx006-02,Q172984,37.0U28390,18.0U174728,24.0U174728,66535
Q65620430,Q125191,Monumento a Pedro Alvares Cabral - Largo da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1900-01-01T00:00:00Z/8,1900-01-01T00:00:00Z/9,1900-01-01T00:00:00Z/9,Q155,@-22.920488/-43.17664,10.68U11573,114.73U28390,100.62U28390,Q3180571,Q11469,Q71989864,0071824cx006-03,Q172984,50.0U28390,18.0U174728,24.0U174728,66457
Q65620431,Q125191,Monumento a José de Alencar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1897-01-01T00:00:00Z/8,1895-01-01T00:00:00Z/9,1905-01-01T00:00:00Z/9,Q155,@-22.932823000000006/-43.177463,11.79U11573,-55.37U28390,94.89U28390,Q3180571,Q11469,Q71989864,0071824cx006-04,Q172984,45.2U28390,18.0U174728,24.0U174728,66458
Q65620432,Q125191,Entrada da baía e adjacências,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1890-01-01T00:00:00Z/9,Q155,@-22.896223000000006/-43.17416,46.97U11573,157.5U28390,89.79U28390,Q3180571,Q11469,Q71989864,0071824cx006-12,Q172984,57.0U28390,24.0U174728,18.0U174728,66459
Q89049240,Q125191,Palácio do Catete - fachada,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1889-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.926053/-43.176754,17.86U11573,76.59U28390,93.25U28390,Q3180571,Q11469,Q71989864,0071824cx006-13,Q172984,68.0U28390,24.0U174728,18.0U174728,66539
Q65620433,Q125191,Vista panorâmica da enseada de Botafogo a partir do topo do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.951847/-43.209967,702.5U11573,88.3U28390,85.43U28390,Q3180571,Q11469,Q71989864,0071824cx006-15,Q172984,63.8U28390,24.0U174728,18.0U174728,66461
Q65620436,Q125191,A lagoa do Jardim Botânico,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1890-01-01T00:00:00Z/8,1885-01-01T00:00:00Z/9,1895-01-01T00:00:00Z/9,Q155,@-22.968103/-43.22538,13.01U11573,140.02U28390,94.34U28390,Q3180571,Q11469,Q71989864,0071824cx007-01,Q172984,50.0U28390,24.0U174728,18.0U174728,66462
